"","Times","DRYCRK02","ENISH04","CHQSTCR01","BRSHYCR01","INDIAN02","SOAPCR02","HONEYCR01","ENDWY01","RLSTNCR01","BNNTTCR01","BVRCR01","TIPTNCR01","SQWCR03","SSKNK04","LAKECR01","CRANECR02","YELLOWRV01","TKYRV03","LTLTKY02","PRICECR01","CLRCRK03","WNBGORV01","POUDRERV01","DRYCR02","SKKMCHCK01","ONIONCR01","HRGVCR01","CLRCRKW01","BFFLOCR02","MDCRK01","CRANECR01","FLOYDRV01","OTTERCR01","BLUECR01","MDDLRCCN02","MDDLRCCN03","BEARCRK01","NFCTFSH01","RAVENCR01","CHSLSCR01","WNISH03","NBEARCR01","ENISH05","WFLTLSIOUX01","INDCR03","SHLRK01","SHLRK03","CHQSTCR02","BEVRCRK01","LTLSIOUX04","WLLWCR02","DEERCR01","SHLRK04","OTTRCRK03","OTTRCRK04","SQWCR04","LTLCEDAR02","RHNCR01","SENGLSH01","WNBGORV04","PRICECR02","SFIOWA03","SCHQSTCR01","WNBGORV06","MAPLERV02","DEEPCRK01","OTTRCRK01","INDCR04","FLOYDRV02","PRAIRIE01","FOURMLE03","BEARCREEK01","LNGDCKCR01","MNTGMRY01","NWLNTCR02","CEDARRV04","DRYRNCRK01","INDCR01","LTLWLNT01","CLRCRKS01","WLNTCR02","BFFLOCR01","EFDSMNS01","SBVRCRK01","TRBLSM01","SOAPCR03","UIWARV01","HOOSRCR01","BOONERV01","CLRCRK02","DRYCR01","CEDARRV03","ELKRN01","CEDARRV05","MQKTARV02","DRYCRK01","TIPTNCR02","VLGARV01","RBRTSCR01","SHLRK05","NRCCNRV03","FOURMLE02","LTLSIOUX01","WNISH02","MRGNCR01","TKYRV01","WNBGORV05","SOAPCR01","INDIAN01","MDDLRCCN01","TKYRV02","BEAVER03","WAPSI03","MQKTARV05","MILLERCRK01","SKNKRV01","BRCHFLD01","LTLCEDAR01","LIMECR01","SSKNK03","OTTRCRK02","WNBGORV02","LTLWAPSI01","HEWITTCR01","BEAR01","NFMQKTA02","WOLFCRK01","MQKTARV03","ENISH02","IOWARV01","BEVRCRK02","WALNUTCR01","MUDCR01","CDRCR01","WLLWCR01","WAPSI04","BEAVER01","SQWCR02","RAPIDTRB01","SQWCR01","WLLWCR-IC01","LTLSOAP01","WLNTCR01","COFFINSCR01","WNISH01","EBRBVRDAM01","INDCR02","WFCRKDCR01","EINDNCR01","LTLSIOUX03","NSKNK01","SFIOWA01","SLVRCR01","WLFCR01","WNBGORV03","NWLNTCR01","VLGARV02","ENISH01","LTLTKY01","NENGLSH01","WATERMAN01","CLRCRKS02","SHLRK02","KEGCR01","LTLSIOUX02","SSKNK02","DUCKCR01","SSKNK01","DSMNSRV04","NORTHRV01","NFMQKTA01","HNYCRK01","SUGARCR01","SPRNGCRK01","VLGARV03","BEAVER02","DRNGDTCH01","GRANCRK01","SPRINGCR01","LTLASHER01","COONCR01","DYECRK01","BOYERRV02","MADCRK01","FOURMLE01","CEDARCRK01","OCHYDNRV01","WAPSI02","MCHKNCK01","MQKTARV01","MUDCRK01","MQKTARV04","GRNGRCR01","BLCKHWK01","DSMNSRV02","NRCCNRV02","MSQUTOCR02","SRCCNRV01","MADCRK02","WFKLTSIOUX01","WAPSI05","BRCKCMP01","SLOUGHCR01","ROCKCR02","CLRCRK01","BEAVERCRK01","MAPLERV01","ROGERSCR01","NRCCNRV01","PRAIRIECRK01","RCCNRV01","DSMNSRV01","DSMNSRV03","LTLSIOUX05","CTFSHCR01","WLNTCRK01","ROCKCR01","WBFLOYDRV01","BOYERRV01","CAMPCR01","CEDARRV02","RAPIDCR01","GENEVACR01","MSQUTOCR01"
"11","08:00:02-05",843.36,1049.35,620.32,1189.44,1058.11,707.45,667.76,966.04,651.74,827.25,909.68,1010.66,929.54,975.02,1104.35,1141.96,965.71,1121.07,1118.72,710.35,756.02,1044.96,5099.41,776.72,200.99,955.21,983.6,748.22,729.29,1026.28,985.85,-9999,742,763.28,1123.21,1196.27,738.27,690.62,823.97,1137.06,1170.08,804.28,1173.41,1130.06,769.58,916.56,949.51,669.42,968.33,1366.79,1111.73,676.01,1054.5,976.61,1082.5,970.78,1073.52,729.06,686.46,1153.47,763.81,1126.17,666.19,1211.59,1253.38,665.37,793.43,811.1,1367.62,960.55,907.08,954.93,991.7,965.4,834.1,1096.68,844.8,698.17,897.38,739.08,861.99,701.54,1090.2,1087.12,1185.87,768.82,885.28,711.54,1078.77,711.59,737.03,922.85,847.49,1131.01,839.66,810.42,1084.43,777.74,749.2,1126.11,1194.96,824.04,1162.27,1017.2,726.56,758.27,1194.92,634.24,1038.8,910.09,817.15,1082.87,709.39,967.11,821.12,599.64,1045.94,947.79,786.85,878.24,884.3,1063.9,1089.24,932.29,928.35,921.64,1043.89,896.42,947.35,617.12,1081.22,756.73,770.62,732.03,1102.66,737.54,1002.22,888.43,750.96,872.17,NA,645.84,840.03,966.83,912.9,1108.95,730.69,660.76,885.93,1319.97,809.83,1091.82,1006.03,805.26,1111.85,825.76,847.2,917.53,936.23,691.65,1232.09,770.83,928.49,998.74,1303.49,778.2,616.09,745.32,904.18,762.35,808.07,945.93,631.52,1136.7,1084.29,1037.62,947.4,971.09,778.21,946.1,881.74,1021.52,1059.86,570.43,770.5,666.95,1358.68,664.85,715.13,795.19,816.45,904.72,605.65,552.76,886.5,932.66,1078.26,918.21,617.04,1392.4,810.88,990.45,1095.34,1137.61,698.85,974.63,1199.72,1008.2,896.56,738.97,845.98,868.7,995.4,1387.81,606.26,746.37,1027.26,1244.55,1000.84,812.35,717.8,730.52,587.75,991.7
"12","07:45:01-05",843.38,1049.35,620.3,1189.42,1058.06,707.53,667.76,966.02,651.75,827.28,909.7,1010.66,929.54,975.03,1104.34,1141.97,965.72,1121.11,1118.71,710.37,756.04,1044.98,5099.39,776.73,201,955.25,983.62,748.2,729.3,1026.26,985.89,-9999,742.02,763.28,1123.31,1196.27,738.3,690.58,823.97,1137.1,1170.07,804.28,1173.4,1130.07,769.63,916.61,949.48,669.41,968.38,1366.79,1111.72,675.97,1054.5,976.61,1082.5,970.81,1073.52,729.04,686.45,1153.46,763.81,1126.17,666.17,1211.59,1253.38,665.36,793.41,811.13,1367.63,960.54,907.11,954.96,991.69,965.4,834.11,1096.7,844.8,698.25,897.4,739.09,862.04,701.56,1090.17,1087.15,1185.9,768.77,885.28,711.57,1078.77,711.58,737.03,922.86,847.5,1131.02,839.71,810.45,1084.45,777.74,749.22,1126.15,1194.97,824.05,1162.25,1017.27,726.57,758.27,1194.91,634.29,1038.82,910.11,817.17,1082.88,709.42,967.12,821.12,599.72,1045.93,947.88,786.86,878.24,884.35,1063.93,1089.26,932.29,928.36,921.66,1043.91,896.43,947.33,617.13,1081.21,756.71,770.62,731.96,1102.66,737.56,1002.24,888.42,750.97,872.21,NA,645.86,840.05,966.83,912.86,1108.96,730.68,660.79,885.92,1320,809.84,1091.81,1006.02,805.26,1111.86,825.74,847.18,917.51,936.24,691.66,1232.07,770.82,928.54,998.71,1303.53,778.23,616.09,745.35,904.18,762.41,808.11,945.92,631.53,1136.71,1084.3,1037.63,947.42,971.11,778.22,946.1,881.73,1021.53,1059.89,570.45,770.49,666.91,1358.66,664.86,715.15,795.16,816.47,904.78,605.59,552.76,886.57,932.69,1078.18,918.27,617.05,1392.45,810.9,990.44,1095.35,1137.62,698.85,974.63,1199.68,1008.22,896.56,738.98,845.98,868.76,995.39,1387.8,606.24,746.39,1027.27,1244.56,1000.8,812.34,717.84,730.54,587.75,991.71
"13","07:30:01-05",843.38,1049.32,620.3,1189.36,1057.99,707.54,667.75,965.95,651.72,827.3,909.71,1010.65,929.52,975.05,1104.33,1141.96,965.71,1121.15,1118.71,710.38,756,1044.95,5101.67,776.72,201,955.26,983.64,748.2,729.31,1026.22,985.91,-9999,742.02,763.27,1123.35,1196.25,738.32,690.55,823.97,1137.12,1170.06,804.25,1173.38,1130.05,769.62,916.6,949.47,669.39,968.36,1366.78,1111.71,675.99,1054.5,976.55,1082.49,970.81,1073.5,729.06,686.43,1153.47,763.81,1126.16,666.13,1211.58,1253.38,665.37,793.39,811.15,1367.62,960.53,907.13,954.96,991.69,965.38,834.1,1096.71,844.8,698.27,897.44,739.08,862.06,701.53,1090.16,1087.17,1185.9,768.77,885.23,711.56,1078.75,711.6,737.03,922.85,847.5,1131.02,839.77,810.47,1084.45,777.74,749.15,1126.13,1194.94,824.04,1162.23,1017.24,726.56,758.29,1194.9,634.27,1038.78,910.13,817.15,1082.88,709.46,967.13,821.09,599.82,1045.9,947.85,786.89,878.23,884.38,1063.98,1089.3,932.29,928.36,921.68,1043.93,896.48,947.31,617.13,1081.21,756.62,770.61,731.97,1102.66,737.59,1002.25,888.4,750.99,872.23,NA,645.79,840.05,966.81,912.91,1108.97,730.64,660.8,885.91,1319.99,809.81,1091.8,1006.03,805.22,1111.87,825.72,847.15,917.49,936.21,691.66,1232.08,770.82,928.57,998.66,1303.55,778.27,616.09,745.35,904.2,762.4,808.16,945.92,631.55,1136.71,1084.3,1037.62,947.42,971.1,778.21,946.11,881.73,1021.53,1059.95,570.48,770.52,667,1358.67,664.89,715.15,795.14,816.5,904.81,605.55,552.77,886.6,932.72,1078.12,918.33,617.02,1392.47,810.88,990.43,1095.35,1137.62,698.84,974.62,1199.68,1008.23,896.58,738.98,845.98,868.78,995.33,1387.8,606.23,746.38,1027.25,1244.55,1000.77,812.33,717.94,730.53,587.75,991.73
"14","07:15:00-05",843.39,1049.31,620.29,1189.31,1057.99,707.61,667.75,965.93,651.73,827.29,909.71,1010.64,929.52,975.05,1104.31,1141.95,965.76,1121.17,1118.7,710.39,755.95,1044.93,5099.41,776.73,200.98,955.26,983.63,748.19,729.28,1026.22,985.91,-9999,741.95,763.26,1123.32,1196.25,738.33,690.56,823.95,1137.13,1170.02,804.23,1173.38,1130.01,769.62,916.56,949.42,669.4,968.36,1366.78,1111.7,675.93,1054.49,976.57,1082.48,970.81,1073.48,729.05,686.4,1153.46,763.81,1126.16,666.19,1211.57,1253.36,665.37,793.37,811.12,1367.61,960.53,907.17,954.95,991.69,965.37,834.09,1096.74,844.81,698.25,897.44,739.09,862.04,701.53,1090.16,1087.18,1185.88,768.73,885.18,711.55,1078.73,711.59,737.03,922.84,847.5,1131.02,839.76,810.43,1084.45,777.76,749.16,1126.12,1194.92,824.02,1162.21,1017.27,726.53,758.28,1194.9,634.19,1038.76,910.13,817.23,1082.88,709.49,967.13,821.09,599.86,1045.91,947.81,786.89,878.23,884.34,1064.01,1089.28,932.28,928.35,921.67,1043.89,896.47,947.31,617.13,1081.21,756.59,770.62,731.88,1102.65,737.66,1002.24,888.39,750.98,872.21,NA,645.8,840.05,966.77,912.87,1108.98,730.63,660.83,885.91,1319.97,809.72,1091.79,1006.06,805.24,1111.88,825.72,847.18,917.47,936.21,691.66,1232.11,770.82,928.61,998.66,1303.56,778.28,616.08,745.34,904.25,762.39,808.19,945.91,631.55,1136.71,1084.31,1037.62,947.42,971.09,778.18,946.09,881.73,1021.53,1059.93,570.42,770.49,666.94,1358.65,664.88,715.16,795.14,816.5,904.76,605.53,552.76,886.62,932.72,1078.14,918.35,617.01,1392.49,810.92,990.41,1095.35,1137.61,698.83,974.61,1199.71,1008.27,896.61,738.98,845.95,868.8,995.37,1387.79,606.22,746.37,1027.19,1244.56,1000.78,812.32,717.98,730.51,587.71,991.79
"15","07:00:14-05",843.38,1049.29,620.25,1189.31,1057.98,707.51,667.75,965.93,651.73,827.28,909.74,1010.63,929.51,975.04,1104.33,1141.95,965.82,1121.16,1118.69,710.42,755.95,1044.9,5099.4,776.73,200.99,955.26,983.64,748.18,729.25,1026.28,985.91,-9999,741.95,763.25,1123.32,1196.23,738.33,690.56,823.94,1137.14,1169.95,804.23,1173.38,1130.01,769.62,916.56,949.38,669.39,968.29,1366.73,1111.7,675.94,1054.45,976.56,1082.49,970.78,1073.48,729.04,686.39,1153.45,763.75,1126.16,666.19,1211.56,1253.36,665.36,793.38,811.09,1367.62,960.51,907.18,954.94,991.69,965.37,834.09,1096.78,844.8,698.28,897.47,739.06,862.04,701.5,1090.13,1087.2,1185.9,768.74,885.19,711.54,1078.71,711.59,737.01,922.82,847.5,1131.02,839.73,810.46,1084.45,777.74,749.17,1126.12,1194.93,824.03,1162.21,1017.24,726.52,758.3,1194.89,634.24,1038.8,910.16,817.2,1082.87,709.54,967.06,821.08,599.87,1045.86,947.84,786.88,878.22,884.36,1063.99,1089.27,932.27,928.33,921.66,1043.93,896.48,947.25,617.14,1081.21,756.58,770.59,731.9,1102.64,737.67,1002.25,888.37,750.95,872.2,NA,645.82,840.05,966.77,912.85,1109,730.63,660.83,885.9,1319.97,809.77,1091.78,1006.06,805.23,1111.86,825.71,847.25,917.42,936.23,691.69,1232.08,770.79,928.65,998.63,1303.56,778.28,616.07,745.34,904.25,762.38,808.22,945.92,631.54,1136.72,1084.29,1037.61,947.41,971.09,778.12,946.06,881.73,1021.52,1059.93,570.45,770.48,666.98,1358.64,664.88,715.09,795.16,816.51,904.73,605.5,552.76,886.61,932.73,1078.14,918.38,617.02,1392.49,810.94,990.41,1095.34,1137.62,698.81,974.59,1199.78,1008.24,896.6,738.96,845.95,868.84,995.34,1387.78,606.24,746.35,1027.2,1244.56,1000.82,812.33,717.93,730.49,587.68,991.71
"16","06:45:13-05",843.38,1049.26,620.26,1189.34,1057.93,707.56,667.74,965.94,651.72,827.29,909.7,1010.6,929.52,975.04,1104.32,1141.95,965.82,1121.16,1118.68,710.43,755.91,1044.89,5099.41,776.73,200.99,955.25,983.65,748.2,729.24,1026.33,985.92,-9999,741.93,763.25,1123.4,1196.25,738.34,690.56,823.93,1137.15,1170.01,804.22,1173.34,1129.98,769.58,916.55,949.36,669.39,968.32,1366.76,1111.68,675.95,1054.47,976.54,1082.5,970.79,1073.48,729.04,686.38,1153.44,763.75,1126.14,666.13,1211.56,1253.34,665.36,793.37,811.15,1367.63,960.51,907.17,954.93,991.67,965.38,834.09,1096.79,844.81,698.22,897.48,739.07,862.05,701.46,1090.13,1087.19,1185.91,768.75,885.17,711.57,1078.7,711.59,737.03,922.81,847.49,1130.99,839.74,810.42,1084.43,777.74,749.14,1126.11,1194.92,824.04,1162.23,1017.25,726.51,758.32,1194.87,634.19,1038.71,910.14,817.21,1082.89,709.54,967.02,821.07,599.93,1045.92,947.82,786.85,878.23,884.4,1063.98,1089.27,932.27,928.32,921.63,1043.88,896.46,947.29,617.14,1081.17,756.57,770.58,731.92,1102.63,737.63,1002.25,888.38,750.95,872.21,NA,645.74,840.03,966.75,912.8,1109,730.63,660.85,885.91,1319.96,809.77,1091.77,1006.12,805.24,1111.87,825.71,847.24,917.4,936.24,691.67,1232.08,770.77,928.68,998.68,1303.55,778.27,616.06,745.36,904.25,762.36,808.22,945.91,631.55,1136.72,1084.29,1037.61,947.42,971.09,778.13,946.06,881.73,1021.52,1059.94,570.45,770.51,666.92,1358.64,664.87,715.09,795.17,816.5,904.7,605.5,552.76,886.63,932.69,1078.13,918.36,616.98,1392.49,810.92,990.41,1095.35,1137.63,698.81,974.6,1199.67,1008.24,896.6,738.93,845.95,868.8,995.29,1387.77,606.25,746.33,1027.13,1244.58,1000.74,812.36,717.96,730.49,587.72,991.7
"17","06:30:13-05",843.37,1049.25,620.23,1189.31,1057.94,707.56,667.76,965.93,651.72,827.29,909.71,1010.62,929.52,975.06,1104.32,1141.94,965.75,1121.16,1118.67,710.37,755.89,1044.84,5106.18,776.7,200.99,955.25,983.64,748.15,729.22,1026.25,985.92,-9999,741.9,763.27,1123.38,1196.25,738.36,690.56,823.93,1137.16,1170.01,804.22,1173.36,1129.97,769.58,916.56,949.38,669.38,968.3,1366.74,1111.67,675.99,1054.43,976.52,1082.49,970.8,1073.46,729.03,686.36,1153.44,763.75,1126.15,666.2,1211.56,1253.36,665.36,793.36,811.07,1367.6,960.52,907.17,954.94,991.66,965.37,834.12,1096.77,844.8,698.18,897.48,739.05,862.07,701.46,1090.13,1087.17,1185.88,768.79,885.24,711.55,1078.68,711.58,737.01,922.81,847.5,1130.99,839.68,810.47,1084.42,777.7,749.16,1126.1,1194.9,824.04,1162.21,1017.26,726.53,758.3,1194.85,634.14,1038.72,910.14,817.17,1082.87,709.56,967.01,821.07,599.97,1045.89,947.8,786.82,878.21,884.28,1063.93,1089.27,932.22,928.29,921.64,1043.93,896.48,947.31,617.11,1081.19,756.54,770.58,731.89,1102.61,737.6,1002.23,888.39,750.96,872.21,NA,645.81,840.03,966.73,912.84,1109.01,730.63,660.86,885.92,1319.97,809.77,1091.76,1006.18,805.24,1111.87,825.73,847.24,917.43,936.26,691.68,1232.08,770.75,928.67,998.71,1303.54,778.27,616.08,745.36,904.25,762.35,808.17,945.85,631.56,1136.71,1084.3,1037.61,947.41,971.09,778.16,946.05,881.73,1021.5,1059.95,570.5,770.51,666.94,1358.64,664.88,715.15,795.17,816.51,904.65,605.53,552.75,886.61,932.7,1078.15,918.34,616.97,1392.49,810.93,990.42,1095.36,1137.64,698.77,974.59,1199.71,1008.24,896.6,738.87,845.96,868.85,995.31,1387.78,606.25,746.36,1027.14,1244.53,1000.79,812.35,718,730.49,587.73,991.75
"18","06:15:12-05",843.39,1049.25,620.26,1189.31,1057.89,707.57,667.76,965.94,651.75,827.29,909.71,1010.62,929.52,975.05,1104.32,1141.94,965.73,1121.18,1118.68,710.35,755.87,1044.8,5099.4,776.68,200.96,955.26,983.62,748.15,729.23,1026.26,985.89,-9999,741.91,763.22,1123.39,1196.25,738.28,690.59,823.93,1137.17,1170,804.22,1173.35,1130,769.59,916.56,949.36,669.37,968.33,1366.75,1111.67,675.98,1054.44,976.54,1082.49,970.79,1073.48,729.04,686.37,1153.46,763.79,1126.15,666.3,1211.55,1253.38,665.35,793.36,811.01,1367.59,960.51,907.18,954.96,991.65,965.37,834.1,1096.77,844.81,698.22,897.48,739.04,862.06,701.48,1090.12,1087.18,1185.83,768.79,885.27,711.49,1078.67,711.58,737.01,922.8,847.51,1131.01,839.73,810.4,1084.42,777.69,749.06,1126.09,1194.91,824.05,1162.23,1017.28,726.5,758.29,1194.83,634.11,1038.73,910.1,817.18,1082.87,709.57,967.01,821.07,599.98,1045.89,947.84,786.84,878.22,884.27,1063.92,1089.26,932.22,928.3,921.63,1043.93,896.49,947.31,617.16,1081.2,756.54,770.56,731.97,1102.6,737.58,1002.25,888.37,750.98,872.23,NA,645.75,840.05,966.74,912.85,1109.02,730.62,660.83,885.87,1319.96,809.81,1091.78,1006.12,805.26,1111.88,825.73,847.23,917.46,936.22,691.69,1232.07,770.77,928.65,998.68,1303.55,778.28,616.09,745.29,904.26,762.4,808.23,945.88,631.53,1136.71,1084.29,1037.6,947.42,971.1,778.2,946.06,881.73,1021.47,1059.97,570.3,770.5,666.97,1358.61,664.89,715.17,795.14,816.52,904.72,605.52,552.78,886.63,932.72,1078.1,918.34,616.97,1392.5,810.85,990.4,1095.36,1137.64,698.8,974.61,1199.7,1008.22,896.62,738.91,845.96,868.9,995.28,1387.79,606.28,746.37,1027.11,1244.54,1000.76,812.37,717.96,730.5,587.72,991.73
"19","06:00:11-05",843.4,1049.24,620.26,1189.37,1057.87,707.53,667.74,965.94,651.75,827.26,909.75,1010.62,929.52,975.06,1104.31,1141.94,965.75,1121.2,1118.67,710.37,755.93,1044.76,5106.16,776.69,200.97,955.29,983.64,748.17,729.28,1026.31,985.85,-9999,741.93,763.18,1123.35,1196.26,738.3,690.58,823.9,1137.18,1169.99,804.22,1173.43,1130.06,769.62,916.55,949.36,669.35,968.37,1366.76,1111.65,676,1054.44,976.53,1082.48,970.77,1073.47,729.06,686.4,1153.46,763.81,1126.15,666.15,1211.54,1253.36,665.37,793.35,811.05,1367.57,960.51,907.19,954.96,991.66,965.37,834.11,1096.78,844.81,698.25,897.5,739.08,862.1,701.5,1090.13,1087.19,1185.8,768.79,885.18,711.56,1078.67,711.63,736.94,922.79,847.5,1130.98,839.82,810.39,1084.42,777.68,749.12,1126.09,1194.92,824.07,1162.23,1017.3,726.54,758.3,1194.85,634.11,1038.69,910.09,817.19,1082.88,709.55,967.06,821.08,599.96,1045.9,947.85,786.84,878.23,884.26,1063.88,1089.26,932.25,928.3,921.63,1043.92,896.43,947.34,617.19,1081.19,756.54,770.56,732.03,1102.59,737.57,1002.25,888.39,751,872.25,NA,645.85,840.05,966.75,912.85,1109.02,730.63,660.83,885.86,1319.97,809.77,1091.77,1006.16,805.21,1111.89,825.73,847.19,917.44,936.16,691.72,1232.06,770.78,928.65,998.66,1303.54,778.27,616.08,745.31,904.3,762.38,808.12,945.86,631.57,1136.72,1084.26,1037.62,947.42,971.09,778.22,946.07,881.74,1021.52,1060,570.47,770.51,666.98,1358.61,664.89,715.23,795.16,816.55,904.73,605.51,552.79,886.65,932.73,1078.06,918.33,616.97,1392.48,810.87,990.38,1095.35,1137.63,698.81,974.61,1199.72,1008.21,896.63,738.92,845.97,868.84,995.33,1387.78,606.25,746.4,1027.07,1244.55,1000.76,812.31,718.01,730.51,587.72,991.73
"20","05:45:11-05",843.4,1049.29,620.25,1189.34,1057.89,707.55,667.74,965.89,651.71,827.28,909.76,1010.64,929.52,975.06,1104.31,1141.94,965.75,1121.17,1118.68,710.43,755.94,1044.72,5101.66,776.69,200.96,955.28,983.63,748.21,729.29,1026.24,985.84,-9999,741.94,763.21,1123.42,1196.27,738.3,690.59,823.9,1137.19,1169.99,804.2,1173.47,1130.05,769.62,916.54,949.31,669.36,968.34,1366.73,1111.64,676.01,1054.43,976.52,1082.44,970.79,1073.46,729.08,686.42,1153.45,763.79,1126.14,666.17,1211.53,1253.38,665.35,793.36,811.06,1367.58,960.49,907.16,954.97,991.66,965.39,834.09,1096.79,844.8,698.31,897.51,739.1,862.08,701.51,1090.13,1087.18,1185.78,768.8,885.16,711.57,1078.65,711.66,737.01,922.79,847.51,1130.96,839.73,810.4,1084.44,777.7,749.15,1126.08,1194.91,824.06,1162.22,1017.26,726.51,758.29,1194.85,634.09,1038.66,910.06,817.15,1082.88,709.5,967.01,821.06,599.96,1045.9,947.81,786.79,878.25,884.27,1063.84,1089.28,932.26,928.29,921.57,1043.89,896.43,947.29,617.17,1081.21,756.5,770.54,731.92,1102.57,737.55,1002.25,888.38,751,872.25,NA,645.82,840.03,966.74,912.9,1109.04,730.65,660.8,885.88,1319.96,809.75,1091.79,1006.16,805.25,1111.88,825.73,847.24,917.44,936.16,691.71,1232.04,770.8,928.65,998.63,1303.54,778.25,616.08,745.3,904.26,762.39,808.08,945.84,631.57,1136.72,1084.25,1037.61,947.42,971.11,778.14,946.08,881.74,1021.5,1060.01,570.48,770.49,667.03,1358.61,664.9,715.21,795.15,816.46,904.7,605.54,552.79,886.65,932.71,1078.1,918.31,616.97,1392.51,810.91,990.38,1095.36,1137.63,698.84,974.61,1199.73,1008.21,896.61,738.94,845.97,868.83,995.35,1387.77,606.22,746.4,1027.08,1244.53,1000.77,812.25,718.02,730.53,587.73,991.72
"21","05:30:10-05",843.39,1049.25,620.26,1189.26,1057.9,707.53,667.74,965.92,651.7,827.28,909.75,1010.62,929.51,975.06,1104.31,1141.95,965.73,1121.17,1118.67,710.44,755.9,1044.68,5099.4,776.7,200.95,955.29,983.61,748.17,729.27,1026.25,985.83,-9999,741.95,763.21,1123.36,1196.26,738.35,690.58,823.93,1137.2,1169.96,804.21,1173.35,1130.03,769.69,916.52,949.32,669.36,968.33,1366.76,1111.66,676.04,1054.42,976.54,1082.46,970.79,1073.47,729.07,686.45,1153.44,763.83,1126.14,666.27,1211.52,1253.38,665.38,793.35,811.07,1367.56,960.5,907.15,954.95,991.66,965.39,834.08,1096.8,844.82,698.35,897.46,739.07,862.08,701.48,1090.12,1087.2,1185.84,768.79,885.16,711.58,1078.64,711.67,737,922.79,847.49,1130.96,839.7,810.4,1084.44,777.67,749.16,1126.06,1194.93,823.97,1162.21,1017.26,726.53,758.28,1194.83,634.15,1038.8,910.04,817.19,1082.87,709.5,967.02,821.05,599.94,1045.9,947.77,786.81,878.27,884.25,1063.81,1089.27,932.25,928.28,921.58,1043.91,896.43,947.25,617.16,1081.22,756.58,770.55,731.93,1102.55,737.61,1002.23,888.37,750.99,872.26,NA,645.68,840.01,966.74,912.85,1109.05,730.73,660.78,885.91,1319.94,809.73,1091.77,1006.04,805.21,1111.86,825.72,847.25,917.42,936.17,691.73,1232.04,770.83,928.65,998.6,1303.52,778.22,616.08,745.35,904.24,762.33,808.11,945.84,631.57,1136.73,1084.25,1037.63,947.43,971.1,778.11,946.05,881.74,1021.52,1060.02,570.46,770.53,666.97,1358.59,664.89,715.06,795.11,816.39,904.75,605.62,552.77,886.67,932.73,1078.12,918.3,616.97,1392.5,810.93,990.38,1095.38,1137.63,698.83,974.61,1199.76,1008.2,896.63,739.01,845.96,868.86,995.32,1387.77,606.23,746.38,1027.04,1244.54,1000.82,812.28,717.99,730.53,587.73,991.82
"22","05:15:09-05",843.41,1049.23,620.23,1189.28,1057.94,707.55,667.76,965.92,651.69,827.27,909.72,1010.63,929.52,975.08,1104.32,1141.97,965.73,1121.13,1118.68,710.4,755.92,1044.64,5099.43,776.73,200.95,955.25,983.63,748.15,729.28,1026.27,985.82,-9999,741.97,763.25,1123.33,1196.26,738.39,690.59,823.88,1137.21,1169.95,804.22,1173.35,1130.05,769.7,916.51,949.31,669.37,968.36,1366.75,1111.65,676,1054.42,976.55,1082.45,970.8,1073.45,729.06,686.41,1153.45,763.83,1126.14,666.26,1211.5,1253.4,665.39,793.36,811.15,1367.59,960.51,907.13,954.94,991.69,965.4,834.06,1096.77,844.8,698.3,897.44,739.06,862.06,701.51,1090.12,1087.25,1185.82,768.77,885.15,711.57,1078.63,711.62,737.03,922.79,847.43,1130.97,839.67,810.46,1084.45,777.67,749.15,1126.07,1194.91,823.96,1162.23,1017.26,726.6,758.28,1194.82,634.16,1038.73,910.1,817.15,1082.87,709.5,967.01,821.06,599.84,1045.9,947.78,786.81,878.28,884.25,1063.78,1089.3,932.23,928.3,921.62,1043.91,896.43,947.34,617.16,1081.22,756.62,770.55,731.91,1102.53,737.6,1002.25,888.4,750.99,872.28,NA,645.74,840,966.75,912.85,1109.05,730.74,660.8,885.89,1319.96,809.77,1091.77,1006,805.18,1111.85,825.71,847.2,917.41,936.18,691.74,1232.07,770.85,928.64,998.63,1303.54,778.23,616.08,745.36,904.31,762.34,808.14,945.84,631.57,1136.72,1084.25,1037.63,947.43,971.1,778.12,946.07,881.69,1021.52,1060.01,570.36,770.51,666.95,1358.58,664.9,715.11,795.12,816.41,904.68,605.56,552.78,886.67,932.74,1078.12,918.29,616.98,1392.49,810.97,990.39,1095.36,1137.62,698.85,974.61,1199.68,1008.19,896.63,739.05,845.92,868.83,995.4,1387.78,606.24,746.36,1027,1244.56,1000.79,812.23,717.92,730.54,587.74,991.81
