Times,DRYCRK02,ENISH04,CHQSTCR01,BRSHYCR01,INDIAN02,SOAPCR02,HONEYCR01,ENDWY01,RLSTNCR01,BNNTTCR01,BVRCR01,TIPTNCR01,SQWCR03,SSKNK04,LAKECR01,CRANECR02,YELLOWRV01,TKYRV03,LTLTKY02,PRICECR01,CLRCRK03,WNBGORV01,POUDRERV01,DRYCR02,SKKMCHCK01,ONIONCR01,HRGVCR01,CLRCRKW01,BFFLOCR02,MDCRK01,CRANECR01,OTTERCR01,BLUECR01,MDDLRCCN02,MDDLRCCN03,BEARCRK01,NFCTFSH01,RAVENCR01,CHSLSCR01,WNISH03,NBEARCR01,ENISH05,WFLTLSIOUX01,INDCR03,SHLRK01,SHLRK03,CHQSTCR02,BEVRCRK01,LTLSIOUX04,WLLWCR02,DEERCR01,SHLRK04,OTTRCRK03,OTTRCRK04,SQWCR04,LTLCEDAR02,RHNCR01,SENGLSH01,WNBGORV04,PRICECR02,SFIOWA03,SCHQSTCR01,WNBGORV06,MAPLERV02,DEEPCRK01,OTTRCRK01,INDCR04,FLOYDRV02,PRAIRIE01,FOURMLE03,BEARCREEK01,LNGDCKCR01,MNTGMRY01,NWLNTCR02,CEDARRV04,DRYRNCRK01,INDCR01,LTLWLNT01,CLRCRKS01,WLNTCR02,BFFLOCR01,EFDSMNS01,SBVRCRK01,TRBLSM01,SOAPCR03,UIWARV01,HOOSRCR01,BOONERV01,CLRCRK02,DRYCR01,CEDARRV03,ELKRN01,CEDARRV05,MQKTARV02,DRYCRK01,TIPTNCR02,VLGARV01,RBRTSCR01,SHLRK05,NRCCNRV03,FOURMLE02,LTLSIOUX01,WNISH02,MRGNCR01,TKYRV01,WNBGORV05,SOAPCR01,INDIAN01,MDDLRCCN01,TKYRV02,BEAVER03,WAPSI03,MQKTARV05,MILLERCRK01,SKNKRV01,BRCHFLD01,LTLCEDAR01,LIMECR01,SSKNK03,OTTRCRK02,WNBGORV02,LTLWAPSI01,HEWITTCR01,BEAR01,NFMQKTA02,WOLFCRK01,MQKTARV03,ENISH02,IOWARV01,BEVRCRK02,WALNUTCR01,MUDCR01,CDRCR01,WLLWCR01,WAPSI04,BEAVER01,SQWCR02,RAPIDTRB01,SQWCR01,WLLWCR-IC01,LTLSOAP01,WLNTCR01,COFFINSCR01,WNISH01,EBRBVRDAM01,INDCR02,WFCRKDCR01,EINDNCR01,LTLSIOUX03,NSKNK01,SFIOWA01,SLVRCR01,WLFCR01,WNBGORV03,NWLNTCR01,VLGARV02,ENISH01,LTLTKY01,NENGLSH01,WATERMAN01,CLRCRKS02,SHLRK02,KEGCR01,LTLSIOUX02,SSKNK02,DUCKCR01,SSKNK01,DSMNSRV04,NORTHRV01,NFMQKTA01,HNYCRK01,SUGARCR01,SPRNGCRK01,VLGARV03,BEAVER02,DRNGDTCH01,GRANCRK01,SPRINGCR01,LTLASHER01,COONCR01,DYECRK01,BOYERRV02,MADCRK01,FOURMLE01,CEDARCRK01,OCHYDNRV01,WAPSI02,MCHKNCK01,MQKTARV01,MUDCRK01,MQKTARV04,GRNGRCR01,DSMNSRV02,NRCCNRV02,MSQUTOCR02,SRCCNRV01,MADCRK02,WFKLTSIOUX01,WAPSI05,BRCKCMP01,SLOUGHCR01,ROCKCR02,CLRCRK01,BEAVERCRK01,MAPLERV01,ROGERSCR01,NRCCNRV01,PRAIRIECRK01,RCCNRV01,DSMNSRV01,DSMNSRV03,LTLSIOUX05,CTFSHCR01,WLNTCRK01,ROCKCR01,WBFLOYDRV01,BOYERRV01,CAMPCR01,CEDARRV02,RAPIDCR01,GENEVACR01,MSQUTOCR01
17:30:02-05,843.31,1049.41,620.22,1189.43,1058.05,707.59,667.72,966,651.77,827.32,909.78,1010.66,929.56,975.06,1104.19,1141.76,965.71,1121.11,1118.55,710.4,755.95,1043.21,5103.88,776.7,204.17,955.3,983.14,748.21,729.25,1026.27,985.85,741.97,763.33,1123.42,1196.28,738.33,690.82,823.99,1136.2,1170.05,804.24,1173.45,1129.98,769.62,916.54,948.97,669.33,968.35,1366.39,1110.74,675.99,1054.01,976.46,1082.4,970.79,1073.25,729.05,686.34,1152.46,763.75,1125.88,666.44,1209.63,1253.23,665.34,793.29,811.07,1367.22,960.56,907.24,954.94,991.69,965.39,834.12,1096.8,844.82,698.2,897.48,739.08,862.14,701.5,1091.1,1087.17,1185.87,768.8,885.12,711.57,1078.3,711.73,737.05,922.69,847.5,1130.83,839.7,810.29,1084.45,777.77,749.21,1125.84,1194.52,824.06,1162.52,1017.23,726.52,758.32,1193.87,634.27,1038.86,910.1,817.16,1082.53,709.85,967.08,821.06,600.15,1045.9,947.74,786.87,878.33,884.17,1062.52,1089.13,932.23,928.3,921.57,1043.93,896.43,947.35,617.76,1081.16,756.71,770.59,731.97,1101.49,738.08,1002.06,888.43,750.97,872.31,0,645.64,840.06,966.77,912.92,1106.53,730.63,660.81,885.95,1319.85,809.85,1091.71,1006.13,805.33,1110.52,825.72,847.27,917.54,936.16,691.73,1231.79,770.83,928.5,998.71,1303.26,778.43,616.06,745.47,905.2,763.34,808.14,945.84,631.55,1136.3,1084.23,1037.33,947.4,971.04,778.22,946.08,881.72,1021.53,1060.01,570.5,771.39,667.03,1358.05,665.39,715.16,795.14,816.49,904.78,605.48,887.64,933.01,1078.16,918.41,616.99,1392.19,811.13,990.34,1094.97,1137.03,698.89,974.63,1199.73,1008.14,896.98,738.97,846.16,869.92,996.08,1387.67,606.22,746.38,1026.66,1244.24,1000.89,812.31,718.2,730.54,587.69,991.78
17:15:01-05,843.31,1049.4,620.23,1189.43,1058.04,707.57,667.73,966,651.74,827.32,909.79,1010.65,929.56,975.06,1104.21,1141.76,965.71,1121.1,1118.55,710.38,755.96,1043.21,5099.35,776.7,204.07,955.3,983.15,748.22,729.25,1026.28,985.83,741.98,763.37,1123.42,1196.26,738.33,690.82,823.99,1136.2,1170.04,804.24,1173.45,1129.98,769.63,916.54,948.96,669.32,968.37,1366.38,1110.75,675.98,1054.01,976.46,1082.4,970.81,1073.24,729.06,686.33,1152.45,763.76,1125.9,666.33,1203.6,1253.24,665.33,793.29,811.07,1367.23,960.55,907.23,954.94,991.69,965.39,834.12,1096.79,844.8,698.2,897.49,739.08,862.12,701.5,1091.1,1087.17,1185.84,768.81,885.12,711.58,1078.31,711.73,736.96,922.67,847.5,1130.82,839.69,810.29,1084.45,777.76,749.23,1125.82,1194.54,824.05,1162.49,1017.23,726.52,758.31,1193.89,634.27,1038.84,910.09,817.15,1082.53,709.84,967.05,821.06,600.14,1045.88,947.75,786.86,878.34,884.17,1062.51,1089.12,932.18,928.3,921.58,1043.92,896.43,947.33,617.79,1081.17,756.69,770.59,731.97,1101.49,738.08,1002.06,888.42,750.96,872.3,0,645.66,840.06,966.77,912.93,1106.54,730.63,660.81,885.94,1319.86,809.84,1091.69,1006.14,805.31,1110.54,825.72,847.29,917.55,936.17,691.72,1231.78,770.82,928.49,998.7,1303.28,778.43,616.06,745.47,905.18,763.35,808.12,945.85,631.56,1136.3,1084.22,1037.33,947.4,971.04,778.22,946.09,881.71,1021.53,1060.03,570.49,771.38,667.01,1358.08,665.37,715.16,795.15,816.5,904.8,605.48,887.65,933.02,1078.17,918.41,616.99,1392.18,811.14,990.34,1094.97,1137.03,698.87,974.63,1199.75,1008.12,896.99,738.97,846.14,869.92,996.06,1387.67,606.22,746.38,1026.65,1244.25,1000.88,812.32,718.19,730.54,587.69,991.76
17:00:01-05,843.3,1049.39,620.21,1189.43,1058.05,707.57,667.73,966,651.74,827.32,909.78,1010.65,929.56,975.06,1104.2,1141.76,965.69,1121.09,1118.55,710.42,755.95,1043.22,5099.38,776.7,203.99,955.32,983.14,748.22,729.25,1026.27,985.84,741.97,763.25,1123.42,1196.26,738.32,690.68,823.99,1136.2,1170.03,804.23,1173.45,1129.99,769.62,916.53,948.96,669.32,968.35,1366.36,1110.75,675.99,1054.02,976.46,1082.4,970.8,1073.24,729.06,686.33,1152.46,763.76,1125.88,666.34,1202.09,1253.25,665.34,793.28,811.06,1367.22,960.55,907.23,954.94,991.69,965.39,834.12,1096.81,844.8,698.2,897.5,739.08,862.13,701.49,1091.11,1087.18,1185.87,768.8,885.13,711.57,1078.31,711.74,736.99,922.7,847.49,1130.85,839.68,810.29,1084.44,777.74,749.21,1125.83,1194.53,824.06,1162.49,1017.22,726.52,758.29,1193.91,634.26,1038.86,910.09,817.17,1082.53,709.84,967.05,821.07,600.13,1045.86,947.71,786.86,878.34,884.18,1062.51,1089.12,932.23,928.29,921.55,1043.91,896.43,947.35,617.8,1081.19,756.68,770.6,731.97,1101.5,738.08,1002.06,888.44,750.96,872.31,0,645.63,840.06,966.78,912.93,1106.54,730.63,660.8,885.95,1319.85,809.85,1091.69,1006.13,805.31,1110.55,825.73,847.28,917.55,936.16,691.72,1231.79,770.82,928.49,998.71,1303.25,778.43,616.07,745.48,905.19,763.34,808.13,945.86,631.55,1136.3,1084.22,1037.35,947.4,971.04,778.22,946.08,881.71,1021.52,1060.02,570.48,771.4,667.02,1358.09,665.39,715.15,795.13,816.49,904.8,605.48,887.65,933.01,1078.16,918.38,616.98,1392.17,811.16,990.35,1094.97,1137.02,698.86,974.63,1199.77,1008.13,896.99,738.96,846.13,869.93,996.11,1387.66,606.21,746.38,1026.67,1244.24,1000.87,812.33,718.21,730.54,587.68,991.78
16:45:00-05,843.31,1049.38,620.2,1189.44,1058.06,707.55,667.73,966,651.73,827.32,909.79,1010.66,929.55,975.05,1104.21,1141.75,965.68,1121.09,1118.56,710.33,755.96,1043.22,5099.37,776.7,203.89,955.29,983.14,748.22,729.25,1026.27,985.84,741.97,763.36,1123.42,1196.26,738.33,690.83,823.99,1136.19,1170.04,804.23,1173.45,1129.97,769.63,916.53,948.97,669.31,968.35,1366.36,1110.74,675.99,1054.01,976.46,1082.4,970.8,1073.24,729.06,686.33,1152.46,763.76,1125.9,666.24,1203.57,1253.23,665.35,793.28,811.08,1367.23,960.55,907.24,954.95,991.68,965.39,834.13,1096.78,844.8,698.21,897.5,739.08,862.13,701.5,1091.11,1087.18,1185.86,768.78,885.13,711.58,1078.32,711.76,736.92,922.71,847.48,1130.84,839.71,810.28,1084.44,777.73,749.21,1125.83,1194.54,824.05,1162.52,1017.21,726.53,758.29,1193.87,634.25,1038.84,910.08,817.14,1082.54,709.85,967.08,821.06,600.15,1045.9,947.74,786.85,878.34,884.17,1062.52,1089.13,932.19,928.29,921.53,1043.89,896.42,947.34,617.82,1081.18,756.67,770.59,731.96,1101.49,738.05,1002.05,888.44,750.96,872.31,0,645.62,840.06,966.77,912.93,1106.55,730.63,660.81,883.54,1319.85,809.8,1091.69,1006.14,805.44,1110.53,825.72,847.28,917.55,936.17,691.72,1231.78,770.82,928.48,998.7,1303.28,778.4,616.08,745.47,905.19,763.36,808.11,945.86,631.55,1136.29,1084.23,1037.36,947.4,971.04,778.21,946.08,881.72,1021.52,1060.03,570.47,771.4,666.98,1358.07,665.41,715.13,795.13,816.5,904.79,605.48,887.66,933.02,1078.17,918.39,616.98,1392.17,811.15,990.33,1094.96,1137.02,698.85,974.64,1199.76,1008.13,896.99,738.97,846.13,869.91,996.05,1387.69,606.21,746.38,1026.67,1244.24,1000.88,812.32,718.17,730.54,587.69,991.77
16:30:13-05,843.31,1049.38,620.2,1189.42,1058.06,707.52,667.73,965.99,651.71,827.32,909.79,1010.66,929.56,975.06,1104.21,1141.76,965.68,1121.09,1118.55,710.36,755.96,1043.22,5101.63,776.71,203.78,955.3,983.15,748.22,729.24,1026.27,985.83,741.97,763.33,1123.42,1196.25,738.32,690.83,823.99,1136.2,1170.02,804.23,1173.44,1129.97,769.63,916.53,948.99,669.33,968.35,1366.36,1110.74,675.98,1054.02,976.46,1082.4,970.81,1073.24,729.05,686.32,1152.46,763.76,1125.91,666.29,1209.63,1253.26,665.34,793.27,811.06,1367.24,960.55,907.22,954.94,991.69,965.39,834.13,1096.79,844.79,698.21,897.48,739.08,862.13,701.5,1091.1,1087.18,1185.88,768.78,885.09,711.58,1078.31,711.72,736.98,922.72,847.48,1130.83,839.71,810.29,1084.44,777.76,749.21,1125.83,1194.55,824.05,1162.51,1017.21,726.52,758.28,1193.88,634.25,1038.84,910.1,817.14,1082.54,709.85,967.07,821.06,600.15,1045.9,947.73,786.86,878.33,884.16,1062.51,1089.12,932.23,928.29,921.57,1043.92,896.42,947.33,617.84,1081.18,756.68,770.6,731.95,1101.5,738.04,1002.05,888.43,750.96,872.31,0,645.63,840.05,966.77,912.92,1106.55,730.61,660.8,885.94,1319.86,809.8,1091.71,1006.12,805.32,1110.53,825.73,847.28,917.54,936.16,691.71,1231.78,770.82,928.46,998.72,1303.26,778.41,616.08,745.47,905.21,763.37,808.2,945.85,631.54,1136.3,1084.24,1037.36,947.4,971.03,778.21,946.09,881.72,1021.52,1060.03,570.44,771.42,666.98,1358.08,665.4,715.14,795.11,816.5,904.78,605.47,887.66,933.02,1078.17,918.4,616.97,1392.16,811.16,990.34,1094.97,1137.03,698.81,974.62,1199.8,1008.13,896.98,738.97,846.13,869.92,996.1,1387.67,606.22,746.36,1026.66,1244.24,1000.88,812.31,718.19,730.54,587.68,991.78
16:15:13-05,843.3,1049.38,620.21,1189.43,1058.06,707.58,667.72,966.01,651.7,827.32,909.79,1010.66,929.56,975.06,1104.19,1141.75,965.67,1121.06,1118.54,710.38,755.96,1043.23,5099.4,776.7,203.68,955.3,983.16,748.22,729.25,1026.26,985.84,741.97,763.23,1123.42,1196.25,738.31,690.83,823.99,1136.2,1170.02,804.23,1173.43,1129.98,769.61,916.54,948.98,669.33,968.37,1366.33,1110.75,675.99,1054.01,976.45,1082.4,970.8,1073.23,729.06,686.31,1152.46,763.76,1125.87,666.31,1209.65,1253.24,665.35,793.27,811.08,1367.22,960.55,907.22,954.93,991.7,965.39,834.13,1096.8,844.79,698.2,897.51,739.08,862.15,701.5,1091.12,1087.17,1185.87,768.77,885.06,711.58,1078.31,711.7,736.96,922.71,847.49,1130.84,839.72,810.28,1084.44,777.78,749.26,1125.82,1194.53,824.06,1162.51,1017.22,726.52,758.29,1193.87,634.23,1038.86,910.1,817.14,1082.55,709.86,967.05,821.06,600.15,1045.9,947.72,786.85,878.33,884.16,1062.52,1089.13,932.24,928.3,921.57,1043.92,896.42,947.35,617.84,1081.17,756.68,770.58,731.93,1101.49,738.06,1002.05,888.44,750.96,872.29,0,645.66,840.08,966.77,912.92,1106.55,730.63,660.8,885.95,1319.86,809.88,1091.7,1006.12,805.31,1110.54,825.75,847.27,917.54,936.16,691.72,1231.76,770.82,928.47,998.72,1303.26,778.4,616.08,745.48,905.18,763.36,808.19,945.84,631.54,1136.3,1084.23,1037.38,947.4,971.05,778.21,946.08,881.72,1021.52,1060.04,570.4,771.42,666.93,1358.06,665.4,715.15,795.17,816.5,904.77,605.48,887.64,933.02,1078.16,918.41,616.97,1392.17,811.14,990.34,1094.96,1137.04,698.81,974.61,1199.75,1008.12,896.98,738.97,846.12,869.91,996.08,1387.68,606.22,746.37,1026.68,1244.26,1000.86,812.32,718.15,730.54,587.68,991.77
16:00:12-05,843.29,1049.38,620.23,1189.43,1058.05,707.57,667.73,965.98,651.7,827.31,909.78,1010.66,929.55,975.06,1104.19,1141.75,965.67,1121.07,1118.54,710.34,755.96,1043.21,5099.39,776.7,203.57,955.3,983.16,748.22,729.25,1026.27,985.83,741.96,763.3,1123.4,1196.25,738.32,690.82,823.99,1136.2,1170.04,804.23,1173.44,1129.98,769.6,916.54,948.98,669.33,968.38,1366.34,1110.75,675.99,1054.02,976.45,1082.39,970.8,1073.23,729.05,686.32,1152.45,763.76,1125.9,666.32,1209.66,1253.23,665.35,793.29,811.07,1367.22,960.55,907.22,954.94,991.69,965.39,834.13,1096.79,844.79,698.2,897.51,739.08,862.16,701.5,1091.13,1087.14,1185.88,768.81,885.05,711.58,1078.29,711.69,737.02,922.71,847.48,1130.82,839.74,810.32,1084.45,777.78,749.27,1125.83,1194.52,824.06,1162.5,1017.2,726.51,758.31,1193.87,634.25,1038.85,910.12,817.13,1082.54,709.87,967.05,821.06,600.12,1045.86,947.72,786.85,878.33,884.16,1062.51,1089.13,932.24,928.31,921.58,1043.92,896.43,947.34,617.88,1081.19,756.66,770.58,731.96,1101.5,738.06,1002.03,888.43,750.97,872.3,0,645.69,840.07,966.76,912.91,1106.55,730.63,660.79,885.95,1319.85,809.9,1091.7,1006.11,805.32,1110.53,825.75,847.31,917.54,936.17,691.71,1231.78,770.82,928.46,998.7,1303.28,778.42,616.08,745.47,905.17,763.38,808.18,945.84,631.54,1136.29,1084.24,1037.38,947.4,971.04,778.21,946.08,881.71,1021.53,1060.01,570.43,771.44,666.92,1358.07,665.4,715.13,795.18,816.49,904.77,605.46,887.66,933.01,1078.16,918.42,616.98,1392.15,811.12,990.34,1094.97,1137.03,698.79,974.64,1199.76,1008.12,896.99,738.97,846.15,869.89,996.05,1387.67,606.21,746.38,1026.67,1244.26,1000.86,812.32,718.17,730.53,587.69,991.78
15:45:12-05,843.3,1049.37,620.23,1189.43,1058.05,707.56,667.72,966,651.7,827.32,909.79,1010.66,929.55,975.06,1104.19,1141.75,965.7,1121.05,1118.54,710.38,755.96,1043.23,5099.4,776.7,203.45,955.31,983.17,748.22,729.25,1026.28,985.82,741.96,763.28,1123.43,1196.25,738.32,690.68,824,1136.2,1170.02,804.23,1173.44,1129.98,769.6,916.54,948.98,669.34,968.37,1366.32,1110.74,676,1054.01,976.44,1082.37,970.8,1073.23,729.06,686.31,1152.46,763.76,1125.9,666.32,1209.65,1253.25,665.35,793.28,811.08,1367.22,960.55,907.22,954.93,991.69,965.39,834.13,1096.79,844.79,698.19,897.51,739.08,862.14,701.5,1091.13,1087.18,1185.85,768.83,885.12,711.58,1078.3,711.66,737.04,922.7,847.48,1130.83,839.73,810.32,1084.44,777.76,749.26,1125.84,1194.55,824.06,1162.5,1017.22,726.51,758.33,1193.88,634.25,1038.85,910.1,817.17,1082.55,709.87,967.06,821.06,600.16,1045.91,947.74,786.85,878.34,884.16,1062.53,1089.12,932.23,928.31,921.58,1043.91,896.41,947.32,617.9,1081.18,756.68,770.58,731.94,1101.5,738.06,1002.05,888.44,750.96,872.3,0,645.7,840.07,966.77,912.92,1106.55,730.63,660.79,885.95,1319.85,809.88,1091.68,1006.13,805.31,1110.54,825.74,847.27,917.54,936.16,691.72,1231.77,770.82,928.49,998.72,1303.27,778.41,616.08,745.46,905.19,763.4,808.18,945.83,631.55,1136.3,1084.23,1037.4,947.4,971.04,778.21,946.09,881.69,1021.53,1060.05,570.48,771.44,666.9,1358.07,665.41,715.13,795.17,816.49,904.77,605.46,887.65,933.02,1078.18,918.42,616.98,1392.17,811.13,990.34,1094.97,1137.03,698.78,974.64,1199.73,1008.12,896.98,738.97,846.15,869.86,996.16,1387.67,606.21,746.37,1026.68,1244.27,1000.85,812.31,718.2,730.52,587.71,991.77
15:30:11-05,843.3,1049.38,620.2,1189.4,1058.05,707.59,667.73,966,651.68,827.32,909.8,1010.66,929.55,975.09,1104.2,1141.74,965.71,1121.06,1118.54,710.38,755.98,1043.22,5099.4,776.71,203.38,955.3,983.16,748.23,729.24,1026.27,985.82,741.96,763.27,1123.41,1196.25,738.3,690.8,823.99,1136.2,1170.02,804.23,1173.44,1129.98,769.61,916.53,948.97,669.32,968.34,1366.34,1110.75,675.98,1054.02,976.42,1082.38,970.81,1073.24,729.06,686.32,1152.46,763.77,1125.91,666.27,1209.64,1253.24,665.34,793.28,811.08,1367.22,960.56,907.23,954.93,991.69,965.39,834.13,1096.78,844.79,698.2,897.51,739.08,862.14,701.5,1091.14,1087.19,1185.87,768.83,885.11,711.57,1078.31,711.66,737.05,922.73,847.48,1130.84,839.75,810.31,1084.44,777.76,749.26,1125.84,1194.54,824.06,1162.52,1017.21,726.51,758.32,1193.87,634.28,1038.84,910.09,817.15,1082.55,709.87,967.04,821.07,600.14,1045.84,947.71,786.85,878.34,884.16,1062.52,1089.11,932.24,928.31,921.58,1043.9,896.42,947.33,617.92,1081.18,756.64,770.58,731.94,1101.49,738.08,1002.04,888.43,750.95,872.3,0,645.68,840.07,966.76,912.91,1106.54,730.63,660.8,885.94,1319.85,809.87,1091.71,1006.12,805.31,1110.54,825.73,847.29,917.53,936.17,691.71,1231.77,770.83,928.48,998.72,1303.25,778.39,616.08,745.47,905.2,763.39,808.19,945.84,631.55,1136.3,1084.24,1037.41,947.4,971.05,778.2,946.08,881.72,1021.53,1060.1,570.46,771.44,666.86,1358.08,665.42,715.15,795.18,816.48,904.81,605.42,887.66,933.01,1078.17,918.42,616.99,1392.16,811.15,990.34,1094.98,1137.04,698.81,974.63,1199.72,1008.11,896.98,738.96,846.17,869.9,996.12,1387.67,606.19,746.38,1026.67,1244.25,1000.87,812.31,718.14,730.52,587.69,991.77
15:15:10-05,843.28,1049.37,620.21,1189.43,1058.04,707.58,667.73,966,651.68,827.32,909.8,1010.66,929.56,975.08,1104.2,1141.74,965.7,1121.05,1118.53,710.37,755.96,1043.22,5101.64,776.7,203.3,955.3,983.15,748.23,729.24,1026.27,985.81,741.97,763.27,1123.42,1196.25,738.3,690.75,823.99,1136.2,1170.04,804.24,1173.43,1129.97,769.6,916.52,948.98,669.34,968.36,1366.35,1110.74,675.98,1054.02,976.45,1082.37,970.8,1073.24,729.06,686.32,1152.45,763.77,1125.91,666.32,1208.14,1253.24,665.33,793.29,811.08,1367.22,960.55,907.21,954.94,991.7,965.38,834.12,1096.79,844.78,698.2,897.51,739.08,862.13,701.49,1091.15,1087.18,1185.86,768.83,885.1,711.56,1078.31,711.63,737.04,922.74,847.47,1130.82,839.76,810.3,1084.44,777.76,749.23,1125.84,1194.54,824.06,1162.51,1017.21,726.5,758.31,1193.88,634.27,1038.84,910.11,817.17,1082.55,709.86,967.04,821.06,600.12,1045.91,947.74,786.84,878.34,884.15,1062.52,1089.12,932.24,928.31,921.57,1043.91,896.46,947.33,617.94,1081.17,756.65,770.58,731.97,1101.5,738.1,1002.03,888.43,750.96,872.31,0,645.73,840.07,966.76,912.91,1106.55,730.63,660.78,885.95,1319.85,809.9,1091.71,1006.12,805.31,1110.53,825.74,847.24,917.52,936.15,691.7,1231.77,770.82,928.48,998.71,1303.24,778.41,616.09,745.49,905.2,763.41,808.17,945.85,631.56,1136.29,1084.24,1037.41,947.4,971.05,778.19,946.08,881.72,1021.53,1060.04,570.47,771.45,666.95,1358.07,665.44,715.12,795.18,816.48,904.8,605.43,887.67,933.01,1078.16,918.42,616.99,1392.16,811.15,990.31,1094.98,1137.04,698.8,974.62,1199.7,1008.11,896.98,738.96,846.16,869.93,996.11,1387.67,606.19,746.36,1026.67,1244.23,1000.86,812.31,718.18,730.51,587.7,991.77
15:00:09-05,843.28,1049.38,620.23,1189.44,1058.04,707.58,667.72,966,651.68,827.33,909.8,1010.65,929.55,975.08,1104.21,1141.74,965.7,1121.04,1118.52,710.38,755.96,1043.23,5099.39,776.7,203.15,955.3,983.14,748.23,729.24,1026.26,985.79,741.98,763.28,1123.4,1196.26,738.31,690.74,823.98,1136.2,1170.05,804.24,1173.43,1129.97,769.62,916.53,948.98,669.34,968.36,1366.35,1110.75,675.97,1054.01,976.44,1082.37,970.8,1073.24,729.06,686.34,1152.48,763.78,1125.91,666.34,1209.67,1253.23,665.32,793.28,811.08,1367.21,960.55,907.2,954.94,991.7,965.39,834.13,1096.78,844.79,698.22,897.5,739.08,862.14,701.48,1091.16,1087.17,1185.86,768.81,885.11,711.55,1078.31,711.63,737.04,922.75,847.49,1130.81,839.75,810.31,1084.44,777.73,749.23,1125.84,1194.54,824.04,1162.5,1017.21,726.5,758.32,1193.86,634.27,1038.83,910.09,817.18,1082.55,709.88,967.04,821.06,600.12,1045.89,947.76,786.83,878.34,884.16,1062.51,1089.12,932.23,928.31,921.56,1043.91,896.43,947.32,617.97,1081.17,756.64,770.57,731.99,1101.51,738.08,1002.04,888.43,750.97,872.3,0,645.8,840.07,966.76,912.89,1106.53,730.63,660.75,885.96,1319.86,809.91,1091.71,1006.14,805.3,1110.54,825.73,847.24,917.53,936.11,691.71,1231.77,770.81,928.49,998.72,1303.27,778.4,616.08,745.5,905.2,763.41,808.16,945.83,631.57,1136.29,1084.23,1037.42,947.4,971.04,778.2,946.08,881.71,1021.52,1060.1,570.46,771.45,666.95,1358.08,665.44,715.12,795.18,816.49,904.79,605.41,887.68,933.03,1078.17,918.41,616.99,1392.17,811.14,990.3,1094.97,1137.05,698.76,974.62,1199.63,1008.08,896.97,738.96,846.15,869.92,996.15,1387.69,606.2,746.39,1026.66,1244.23,1000.84,812.31,718.2,730.52,587.7,991.79
14:45:09-05,843.26,1049.38,620.22,1189.43,1058.04,707.56,667.71,965.99,651.69,827.33,909.8,1010.66,929.56,975.06,1104.2,1141.75,965.71,1121.09,1118.51,710.37,755.96,1043.24,5099.41,776.69,203.02,955.3,983.15,748.23,729.24,1026.27,985.76,741.98,763.29,1123.42,1196.25,738.32,690.74,823.98,1136.21,1170.05,804.24,1173.42,1129.96,769.62,916.54,948.99,669.34,968.37,1366.38,1110.75,675.98,1054.02,976.45,1082.38,970.8,1073.24,729.05,686.33,1152.47,763.78,1125.91,666.35,1209.66,1253.24,665.34,793.27,811.09,1367.22,960.56,907.21,954.94,991.69,965.39,834.13,1096.77,844.79,698.21,897.48,739.08,862.13,701.48,1091.16,1087.18,1185.86,768.83,885.1,711.55,1078.31,711.61,737.05,922.76,847.47,1130.81,839.78,810.34,1084.45,777.74,749.22,1125.85,1194.55,824.05,1162.5,1017.19,726.5,758.29,1193.85,634.27,1038.83,910.11,817.16,1082.56,709.88,967.09,821.06,600.13,1045.91,947.73,786.83,878.33,884.15,1062.52,1089.12,932.23,928.31,921.56,1043.91,896.46,947.31,618,1081.18,756.67,770.57,731.96,1101.5,738.1,1002.04,888.43,750.97,872.29,0,645.8,840.06,966.76,912.89,1106.54,730.65,660.77,885.94,1319.85,809.89,1091.7,1006.12,805.3,1110.55,825.74,847.23,917.51,936.16,691.7,1231.76,770.8,928.48,998.71,1303.25,778.39,616.08,745.48,905.21,763.41,808.15,945.85,631.57,1136.28,1084.24,1037.42,947.4,971.05,778.19,946.06,881.72,1021.52,1060.09,570.49,771.45,666.94,1358.09,665.43,715.14,795.16,816.5,904.86,605.41,887.69,933.02,1078.18,918.4,617,1392.16,811.17,990.31,1094.96,1137.05,698.76,974.64,1199.74,1008.13,896.97,738.95,846.16,869.94,996.09,1387.67,606.16,746.39,1026.66,1244.25,1000.85,812.34,718.2,730.54,587.71,991.79
